0,0,0,0,1
0.00001,0,0,0.00001,0.809016994
0.00002,0,0,0.00002,0.309016994
0.00003,0,0,0.00003,-0.309016994
0.00004,0,0,0.00004,-0.809016994
0.00005,0,0,0.00005,-1
0.00006,0,0,0.00006,-0.809016994
0.00007,0,0,0.00007,-0.309016994
0.00008,0,0,0.00008,0.309016994
0.00009,0,0,0.00009,0.809016994
0.0001,0,0,0.0001,1
0.00011,0,0,0.00011,0.809016994
0.00012,0,0,0.00012,0.309016994
0.00013,0,0,0.00013,-0.309016994
0.00014,0,0,0.00014,-0.809016994
0.00015,0,0,0.00015,-1
0.00016,0,0,0.00016,-0.809016994
0.00017,0,0,0.00017,-0.309016994
0.00018,0,0,0.00018,0.309016994
0.00019,0,0,0.00019,0.809016994
0.0002,0,0,0.0002,1
0.00021,0,0,0.00021,0.809016994
0.00022,0,0,0.00022,0.309016994
0.00023,0,0,0.00023,-0.309016994
0.00024,0,0,0.00024,-0.809016994
0.00025,0,0,0.00025,-1
0.00026,0,0,0.00026,-0.809016994
0.00027,0,0,0.00027,-0.309016994
0.00028,0,0,0.00028,0.309016994
0.00029,0,0,0.00029,0.809016994
0.0003,0,0,0.0003,1
0.00031,0,0,0.00031,0.809016994
0.00032,0,0,0.00032,0.309016994
0.00033,0,0,0.00033,-0.309016994
0.00034,0,0,0.00034,-0.809016994
0.00035,0,0,0.00035,-1
0.00036,0,0,0.00036,-0.809016994
0.00037,0,0,0.00037,-0.309016994
0.00038,0,0,0.00038,0.309016994
0.00039,0,0,0.00039,0.809016994
0.0004,0,0,0.0004,1
0.00041,0,0,0.00041,0.809016994
0.00042,0,0,0.00042,0.309016994
0.00043,0,0,0.00043,-0.309016994
0.00044,0,0,0.00044,-0.809016994
0.00045,0,0,0.00045,-1
0.00046,0,0,0.00046,-0.809016994
0.00047,0,0,0.00047,-0.309016994
0.00048,0,0,0.00048,0.309016994
0.00049,0,0,0.00049,0.809016994
0.0005,0,0,0.0005,1
0.00051,0,0,0.00051,0.809016994
0.00052,0,0,0.00052,0.309016994
0.00053,0,0,0.00053,-0.309016994
0.00054,0,0,0.00054,-0.809016994
0.00055,0,0,0.00055,-1
0.00056,0,0,0.00056,-0.809016994
0.00057,0,0,0.00057,-0.309016994
0.00058,0,0,0.00058,0.309016994
0.00059,0,0,0.00059,0.809016994
0.0006,0,0,0.0006,1
0.00061,0,0,0.00061,0.809016994
0.00062,0,0,0.00062,0.309016994
0.00063,0,0,0.00063,-0.309016994
0.00064,0,0,0.00064,-0.809016994
0.00065,0,0,0.00065,-1
0.00066,0,0,0.00066,-0.809016994
0.00067,0,0,0.00067,-0.309016994
0.00068,0,0,0.00068,0.309016994
0.00069,0,0,0.00069,0.809016994
0.0007,0,0,0.0007,1
0.00071,0,0,0.00071,0.809016994
0.00072,0,0,0.00072,0.309016994
0.00073,0,0,0.00073,-0.309016994
0.00074,0,0,0.00074,-0.809016994
0.00075,0,0,0.00075,-1
0.00076,0,0,0.00076,-0.809016994
0.0001,1,0,0.0001,0.809016994
0.0002,1,0,0.000215074,0.217691109
0.0003,1,0,0.000308658,-0.36027334
0.0004,1,0,0.000418285,-0.871065029
0.0005,1,0,0.000506004,-0.999288412
0.0006,1,0,0.000607656,-0.779817242
0.0007,1,0,0.000724919,-0.156938485
0.0008,1,0,0.000823808,0.447307216
0.0009,1,0,0.000914623,0.859535112
0.001,1,0,0.001019683,0.992362033
0.0011,1,0,0.001110227,0.769602442
0.0012,1,0,0.001222946,0.169165616
0.0013,1,0,0.001321906,-0.436586265
0.0014,1,0,0.001415893,-0.863585038
0.0015,1,0,0.001521224,-0.991121432
0.0016,1,0,0.001601873,-0.802045605
0.0017,1,0,0.001720933,-0.181621942
0.0018,1,0,0.001808309,0.358225529
0.0019,1,0,0.001919232,0.873972471
0.002,1,0,0.002023559,0.989064032
0.0021,1,0,0.002120651,0.72616204
0.0022,1,0,0.002204614,0.281321559
0.0023,1,0,0.002318791,-0.418892233
0.0024,1,0,0.002401398,-0.814147965
0.0025,1,0,0.002520448,-0.991757942
0.0026,1,0,0.002605542,-0.788062135
0.0027,1,0,0.002703023,-0.290899274
0.0028,1,0,0.002805328,0.340675834
0.0029,1,0,0.002914237,0.858291242
0.003,1,0,0.003005944,0.999302631
0.0031,1,0,0.003106847,0.782989448
0.0032,1,0,0.003209569,0.251314141
0.0033,1,0,0.003313663,-0.389426896
0.0034,1,0,0.003417768,-0.869465568
0.0035,1,0,0.003523729,-0.988906324
0.0036,1,0,0.003619618,-0.730608786
0.0037,1,0,0.003709233,-0.253353498
0.0038,1,0,0.003814461,0.394036333
0.0039,1,0,0.003908182,0.838152137
0.004,1,0,0.004018017,0.99359918
0.0041,1,0,0.00412452,0.709236463
0.0042,1,0,0.004221221,0.179837075
0.0043,1,0,0.004310815,-0.372880801
0.0044,1,0,0.004421425,-0.880585453
0.0045,1,0,0.004522144,-0.990336253
0.0046,1,0,0.004617028,-0.741623673
0.0047,1,0,0.004723595,-0.165146755
